Date,AAPL,NVDA,AVGO,CRM,ORCL,CSCO,IBM
2016-01-04,23.834373474121094,0.789730966091156,10.974932670593262,76.28392791748047,31.090435028076172,19.9215030670166,86.62126159667969
2016-01-05,23.237106323242188,0.8024174571037292,10.607769012451172,76.62203979492188,30.994787216186523,19.83098793029785,86.55754852294922
2016-01-06,22.782360076904297,0.7692376375198364,10.281477928161621,75.86625671386719,31.151309967041016,19.619779586791992,86.12430572509766
2016-01-07,21.820842742919922,0.7387413382530212,9.954422950744629,73.8873062133789,30.47297477722168,19.167186737060547,84.6524658203125
2016-01-08,21.936227798461914,0.722883403301239,9.888859748840332,72.8232650756836,30.133806228637695,18.691965103149414,83.8687515258789
2016-01-11,22.29142189025879,0.7241032123565674,9.87651538848877,72.77352905273438,30.385997772216797,19.061580657958984,84.88819885253906
2016-01-12,22.61494255065918,0.7363016605377197,10.02153205871582,74.04641723632812,30.75996208190918,19.121929168701172,84.67794799804688
2016-01-13,22.033510208129883,0.7138562798500061,9.511662483215332,71.94812774658203,29.638099670410156,18.55619239807129,83.57565307617188
2016-01-14,22.515396118164062,0.6994622349739075,9.656676292419434,72.66414642333984,30.255556106567383,18.601449966430664,84.68433380126953
2016-01-15,21.97468376159668,0.6614028215408325,9.25402545928955,70.46641540527344,29.672880172729492,17.816957473754883,82.84930419921875
2016-01-19,21.868350982666016,0.6667702794075012,9.261739730834961,70.40674591064453,30.046838760375977,17.990449905395508,81.62596893310547
2016-01-20,21.89776039123535,0.6704298257827759,9.55177116394043,69.9393539428711,29.51634407043457,17.273845672607422,77.64376068115234
2016-01-21,21.78690528869629,0.6782368421554565,9.605769157409668,69.12391662597656,29.672880172729492,17.273845672607422,78.3127670288086
2016-01-22,22.945255279541016,0.6940949559211731,9.60422420501709,71.152587890625,30.264249801635742,17.628381729125977,78.05152130126953
2016-01-25,22.49730110168457,0.6933631300926208,9.602684020996094,69.5316390991211,29.86421012878418,17.477521896362305,77.78392028808594
2016-01-26,22.621726989746094,0.7001939415931702,9.594968795776367,69.48191833496094,30.63820457458496,17.892391204833984,78.10888671875
2016-01-27,21.135334014892578,0.6918990015983582,9.43761157989502,67.05546569824219,30.359922409057617,17.67364501953125,77.0703125
2016-01-28,21.28691291809082,0.6843360066413879,9.747698783874512,65.32512664794922,30.725181579589844,17.4322566986084,77.87313079833984
2016-01-29,22.02219009399414,0.7145884037017822,10.313875198364258,67.68196868896484,31.57745361328125,17.945192337036133,79.51062774658203
2016-02-01,21.81631851196289,0.7148321866989136,10.620109558105469,68.05986022949219,31.586143493652344,17.71135711669922,79.53609466552734
2016-02-02,21.375146865844727,0.6845799088478088,10.27762508392334,64.16162872314453,30.742568969726562,17.22104835510254,78.33187866210938
2016-02-03,21.7982177734375,0.6879956126213074,10.132608413696289,64.97708129882812,31.038249969482422,17.424713134765625,79.46599578857422
2016-02-04,21.973363876342773,0.6882395148277283,10.499777793884277,66.82674407958984,31.699193954467773,17.75661849975586,81.33289337158203
2016-02-05,21.386493682861328,0.6448127627372742,9.901198387145996,58.18501281738281,31.046955108642578,17.266305923461914,81.91905975341797
2016-02-08,21.611698150634766,0.615292489528656,9.399815559387207,53.74978256225586,30.96868133544922,17.296483993530273,81.7323989868164
2016-02-09,21.607145309448242,0.6218796372413635,9.233970642089844,57.01156997680664,30.50775909423828,17.085269927978516,79.85932922363281
2016-02-10,21.443363189697266,0.6204158067703247,9.194632530212402,58.433624267578125,30.61211395263672,16.979671478271484,77.3619384765625
2016-02-11,21.3137149810791,0.6172443628311157,8.971709251403809,58.91096115112305,30.29903793334961,18.616535186767578,75.85575103759766
2016-02-12,21.379667282104492,0.6277349591255188,9.38438606262207,59.348514556884766,30.90781021118164,18.940893173217773,77.90904998779297
2016-02-16,21.982463836669922,0.6584752202033997,9.737667083740234,59.38829803466797,31.046955108642578,19.491546630859375,79.00326538085938
2016-02-17,22.319120407104492,0.6748210787773132,10.080153465270996,63.13735580444336,31.85573387145996,19.959217071533203,81.16595458984375
2016-02-18,21.896026611328125,0.732886016368866,9.801692962646484,61.35729217529297,31.85573387145996,19.936588287353516,85.25323486328125
2016-02-19,21.845983505249023,0.7426448464393616,9.9251127243042,61.79484939575195,31.986188888549805,20.027101516723633,85.65874481201172
2016-02-22,22.03705596923828,0.7689936757087708,10.077068328857422,63.624629974365234,32.27316665649414,20.08745765686035,86.10289764404297
2016-02-23,21.538904190063477,0.7709454298019409,9.885772705078125,62.550628662109375,31.786165237426758,19.702754974365234,85.22105407714844
2016-02-24,21.85963249206543,0.7763128876686096,10.053927421569824,62.17273712158203,31.85573387145996,19.853614807128906,85.478515625
2016-02-25,22.009767532348633,0.7780205011367798,10.218226432800293,69.03440856933594,32.42971420288086,20.064823150634766,86.57273864746094
2016-02-26,22.043882369995117,0.7728972434997559,10.267595291137695,69.33274841308594,32.14272689819336,19.9215030670166,84.98289489746094
2016-02-29,21.99384307861328,0.7678775191307068,10.33393669128418,67.37369537353516,31.986188888549805,19.748010635375977,84.33924102783203
2016-03-01,22.867313385009766,0.8019129037857056,10.677963256835938,69.6310806274414,33.03848648071289,20.23831558227539,86.48905944824219
2016-03-02,22.917354583740234,0.8065651655197144,10.56534481048584,70.0387954711914,32.83844757080078,20.291114807128906,87.7313461303711
2016-03-03,23.08795928955078,0.7994644045829773,10.593111991882324,70.40674591064453,32.95150375366211,20.268491744995117,88.69683074951172
2016-03-04,23.431432723999023,0.7970158457756042,11.266510963439941,70.66529846191406,32.95150375366211,20.215681076049805,88.69683074951172
2016-03-07,23.172117233276367,0.7918738126754761,11.06981086730957,70.09847259521484,33.360252380371094,20.472158432006836,90.20945739746094
2016-03-08,22.981048583984375,0.7774268984794617,10.770525932312012,69.43218231201172,33.17763137817383,20.40427017211914,89.51429748535156
2016-03-09,23.00152015686035,0.7769374251365662,10.9502534866333,70.64541625976562,33.46461868286133,20.826683044433594,90.37679290771484
2016-03-10,23.012895584106445,0.7757130861282349,11.140007972717285,70.30729675292969,33.090667724609375,20.653188705444336,90.2352066040039
2016-03-11,23.260833740234375,0.7889353632926941,11.47940444946289,71.23213195800781,33.87335205078125,21.015262603759766,91.6319580078125
2016-03-14,23.31997299194336,0.7908942699432373,11.426953315734863,71.81885528564453,33.65593719482422,20.894569396972656,91.90230560302734
2016-03-15,23.788557052612305,0.7869766354560852,11.452408790588379,71.30174255371094,33.690731048583984,20.86440086364746,92.01811981201172
2016-03-16,24.104740142822266,0.8104830980300903,11.50271224975586,72.3260269165039,34.97783279418945,21.03034782409668,93.196044921875
2016-03-17,24.06606674194336,0.8036270141601562,11.728693962097168,72.31607818603516,35.31699752807617,21.264190673828125,94.6442642211914
2016-03-18,24.093366622924805,0.8278681039810181,11.801444053649902,72.24646759033203,36.07360076904297,21.369794845581055,94.67649841308594
2016-03-21,24.09109115600586,0.8303162455558777,11.832401275634766,71.84869384765625,36.18666076660156,21.264190673828125,95.66773223876953
2016-03-22,24.275344848632812,0.8288474678993225,11.977124214172363,72.44536590576172,35.986629486083984,21.332082748413086,95.32659149169922
2016-03-23,24.141130447387695,0.8430492877960205,11.84013843536377,71.38130187988281,35.43874740600586,20.992631912231445,93.58868408203125
2016-03-24,24.036502838134766,0.8442736268043518,11.840913772583008,72.03764343261719,35.63007736206055,21.0906925201416,95.23001861572266
2016-03-28,23.92731475830078,0.8528436422348022,11.848652839660645,71.55036163330078,35.32568359375,21.04543685913086,95.51969909667969
