"date","ticker","shares","closing_price","portfolio_value","received_dividends","name","portfolio"
"2025-11-16","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-17","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-18","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-19","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-20","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-21","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-22","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-23","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-24","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-25","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-26","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-27","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-28","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-29","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-11-30","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-01","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-02","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-03","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-04","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-05","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-06","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-07","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-08","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-09","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-10","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-11","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-12","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-13","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-14","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-15","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-16","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-17","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-18","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-19","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-20","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-21","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-22","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-23","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-24","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-25","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-26","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-27","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-28","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-29","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-30","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2025-12-31","AAPL",320,"223.66","71571.20","0","Apple Inc","Portfolio Joshua"
"2020-01-03","ABBV",350,"88.70","31045.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-04","ABBV",350,"88.70","31045.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-05","ABBV",350,"88.70","31045.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-06","ABBV",350,"89.40","31290.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-07","ABBV",350,"88.89","31111.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-08","ABBV",350,"89.52","31332.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-09","ABBV",350,"90.21","31573.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-10","ABBV",350,"89.06","31171.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-11","ABBV",350,"89.06","31171.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-12","ABBV",350,"89.06","31171.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-13","ABBV",350,"88.52","30982.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-14","ABBV",350,"88.20","30870.00","413.00","AbbVie Inc","Portfolio Joshua"
"2020-01-15","ABBV",350,"89.26","31241.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-16","ABBV",350,"89.26","31241.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-17","ABBV",350,"88.00","30800.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-18","ABBV",350,"88.00","30800.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-19","ABBV",350,"88.00","30800.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-20","ABBV",350,"88.00","30800.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-21","ABBV",350,"87.99","30796.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-22","ABBV",350,"87.21","30523.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-23","ABBV",350,"85.27","29844.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-24","ABBV",350,"83.54","29239.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-25","ABBV",350,"83.54","29239.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-26","ABBV",350,"83.54","29239.00","0","AbbVie Inc","Portfolio Joshua"
"2020-01-27","ABBV",350,"84.02","29407.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-28","ABBV",350,"83.77","29319.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-29","ABBV",350,"83.20","29120.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-30","ABBV",350,"81.78","28623.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-01-31","ABBV",350,"81.02","28357.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-01","ABBV",350,"81.02","28357.00","0","AbbVie Inc","Portfolio Joshua"
"2020-02-02","ABBV",350,"81.02","28357.00","0","AbbVie Inc","Portfolio Joshua"
"2020-02-03","ABBV",350,"82.30","28805.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-04","ABBV",350,"84.36","29526.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-05","ABBV",350,"86.63","30320.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-06","ABBV",350,"87.18","30513.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-07","ABBV",350,"92.29","32301.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-08","ABBV",350,"92.29","32301.50","0","AbbVie Inc","Portfolio Joshua"
"2020-02-09","ABBV",350,"92.29","32301.50","0","AbbVie Inc","Portfolio Joshua"
"2020-02-10","ABBV",350,"94.75","33162.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-11","ABBV",350,"96.00","33600.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-12","ABBV",350,"97.79","34226.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-13","ABBV",350,"95.35","33372.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-14","ABBV",350,"94.05","32917.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-15","ABBV",350,"94.05","32917.50","0","AbbVie Inc","Portfolio Joshua"
"2020-02-16","ABBV",350,"94.05","32917.50","0","AbbVie Inc","Portfolio Joshua"
"2020-02-17","ABBV",350,"94.05","32917.50","0","AbbVie Inc","Portfolio Joshua"
"2020-02-18","ABBV",350,"93.61","32763.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-19","ABBV",350,"94.14","32949.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-20","ABBV",350,"94.23","32980.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-21","ABBV",350,"94.96","33236.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-22","ABBV",350,"94.96","33236.00","0","AbbVie Inc","Portfolio Joshua"
"2020-02-23","ABBV",350,"94.96","33236.00","0","AbbVie Inc","Portfolio Joshua"
"2020-02-24","ABBV",350,"93.14","32599.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-25","ABBV",350,"89.18","31213.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-26","ABBV",350,"88.41","30943.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-27","ABBV",350,"85.42","29897.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-28","ABBV",350,"85.71","29998.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-02-29","ABBV",350,"85.71","29998.50","0","AbbVie Inc","Portfolio Joshua"
"2020-03-01","ABBV",350,"85.71","29998.50","0","AbbVie Inc","Portfolio Joshua"
"2020-03-02","ABBV",350,"88.69","31041.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-03","ABBV",350,"87.57","30649.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-04","ABBV",350,"91.75","32112.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-05","ABBV",350,"90.61","31713.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-06","ABBV",350,"88.82","31087.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-07","ABBV",350,"88.82","31087.00","0","AbbVie Inc","Portfolio Joshua"
"2020-03-08","ABBV",350,"88.82","31087.00","0","AbbVie Inc","Portfolio Joshua"
"2020-03-09","ABBV",350,"85.27","29844.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-10","ABBV",350,"87.53","30635.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-11","ABBV",350,"84.85","29697.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-12","ABBV",350,"78.61","27513.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-13","ABBV",350,"85.37","29879.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-14","ABBV",350,"85.37","29879.50","0","AbbVie Inc","Portfolio Joshua"
"2020-03-15","ABBV",350,"85.37","29879.50","0","AbbVie Inc","Portfolio Joshua"
"2020-03-16","ABBV",350,"74.27","25994.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-17","ABBV",350,"73.02","25557.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-18","ABBV",350,"71.03","24860.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-19","ABBV",350,"71.06","24871.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-20","ABBV",350,"68.82","24087.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-21","ABBV",350,"68.82","24087.00","0","AbbVie Inc","Portfolio Joshua"
"2020-03-22","ABBV",350,"68.82","24087.00","0","AbbVie Inc","Portfolio Joshua"
"2020-03-23","ABBV",350,"64.50","22575.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-24","ABBV",350,"67.49","23621.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-25","ABBV",350,"67.91","23768.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-26","ABBV",350,"73.83","25840.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-27","ABBV",350,"72.67","25434.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-28","ABBV",350,"72.67","25434.50","0","AbbVie Inc","Portfolio Joshua"
"2020-03-29","ABBV",350,"72.67","25434.50","0","AbbVie Inc","Portfolio Joshua"
"2020-03-30","ABBV",350,"75.24","26334.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-03-31","ABBV",350,"76.19","26666.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-01","ABBV",350,"73.42","25697.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-02","ABBV",350,"75.13","26295.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-03","ABBV",350,"73.37","25679.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-04","ABBV",350,"73.37","25679.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-05","ABBV",350,"73.37","25679.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-06","ABBV",350,"75.73","26505.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-07","ABBV",350,"75.39","26386.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-08","ABBV",350,"78.56","27496.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-09","ABBV",350,"79.75","27912.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-10","ABBV",350,"79.75","27912.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-11","ABBV",350,"79.75","27912.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-12","ABBV",350,"79.75","27912.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-13","ABBV",350,"80.30","28105.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-14","ABBV",350,"82.13","28745.50","413.00","AbbVie Inc","Portfolio Joshua"
"2020-04-15","ABBV",350,"81.82","28637.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-16","ABBV",350,"81.86","28651.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-17","ABBV",350,"83.45","29207.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-18","ABBV",350,"83.45","29207.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-19","ABBV",350,"83.45","29207.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-20","ABBV",350,"83.99","29396.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-21","ABBV",350,"80.36","28126.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-22","ABBV",350,"81.47","28514.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-23","ABBV",350,"82.04","28714.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-24","ABBV",350,"83.59","29256.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-25","ABBV",350,"83.59","29256.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-26","ABBV",350,"83.59","29256.50","0","AbbVie Inc","Portfolio Joshua"
"2020-04-27","ABBV",350,"84.69","29641.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-28","ABBV",350,"82.76","28966.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-29","ABBV",350,"83.76","29316.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-04-30","ABBV",350,"82.20","28770.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-01","ABBV",350,"82.84","28994.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-02","ABBV",350,"82.84","28994.00","0","AbbVie Inc","Portfolio Joshua"
"2020-05-03","ABBV",350,"82.84","28994.00","0","AbbVie Inc","Portfolio Joshua"
"2020-05-04","ABBV",350,"81.86","28651.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-05","ABBV",350,"85.37","29879.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-06","ABBV",350,"85.42","29897.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-07","ABBV",350,"84.22","29477.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-08","ABBV",350,"83.96","29386.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-09","ABBV",350,"83.96","29386.00","0","AbbVie Inc","Portfolio Joshua"
"2020-05-10","ABBV",350,"83.96","29386.00","0","AbbVie Inc","Portfolio Joshua"
"2020-05-11","ABBV",350,"87.90","30765.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-12","ABBV",350,"90.46","31661.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-13","ABBV",350,"88.87","31104.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-14","ABBV",350,"89.94","31479.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-15","ABBV",350,"90.71","31748.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-16","ABBV",350,"90.71","31748.50","0","AbbVie Inc","Portfolio Joshua"
"2020-05-17","ABBV",350,"90.71","31748.50","0","AbbVie Inc","Portfolio Joshua"
"2020-05-18","ABBV",350,"91.47","32014.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-19","ABBV",350,"91.20","31920.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-20","ABBV",350,"91.19","31916.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-21","ABBV",350,"93.02","32557.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-22","ABBV",350,"92.10","32235.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-23","ABBV",350,"92.10","32235.00","0","AbbVie Inc","Portfolio Joshua"
"2020-05-24","ABBV",350,"92.10","32235.00","0","AbbVie Inc","Portfolio Joshua"
"2020-05-25","ABBV",350,"92.10","32235.00","0","AbbVie Inc","Portfolio Joshua"
"2020-05-26","ABBV",350,"90.71","31748.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-27","ABBV",350,"89.98","31493.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-28","ABBV",350,"90.03","31510.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-29","ABBV",350,"92.67","32434.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-05-30","ABBV",350,"92.67","32434.50","0","AbbVie Inc","Portfolio Joshua"
"2020-05-31","ABBV",350,"92.67","32434.50","0","AbbVie Inc","Portfolio Joshua"
"2020-06-01","ABBV",350,"90.70","31745.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-02","ABBV",350,"91.04","31864.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-03","ABBV",350,"90.89","31811.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-04","ABBV",350,"93.04","32564.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-05","ABBV",350,"93.85","32847.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-06","ABBV",350,"93.85","32847.50","0","AbbVie Inc","Portfolio Joshua"
"2020-06-07","ABBV",350,"93.85","32847.50","0","AbbVie Inc","Portfolio Joshua"
"2020-06-08","ABBV",350,"94.59","33106.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-09","ABBV",350,"96.17","33659.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-10","ABBV",350,"96.90","33915.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-11","ABBV",350,"92.26","32291.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-12","ABBV",350,"92.46","32361.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-13","ABBV",350,"92.46","32361.00","0","AbbVie Inc","Portfolio Joshua"
"2020-06-14","ABBV",350,"92.46","32361.00","0","AbbVie Inc","Portfolio Joshua"
"2020-06-15","ABBV",350,"93.08","32578.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-16","ABBV",350,"96.06","33621.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-17","ABBV",350,"95.74","33509.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-18","ABBV",350,"96.23","33680.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-19","ABBV",350,"96.71","33848.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-20","ABBV",350,"96.71","33848.50","0","AbbVie Inc","Portfolio Joshua"
"2020-06-21","ABBV",350,"96.71","33848.50","0","AbbVie Inc","Portfolio Joshua"
"2020-06-22","ABBV",350,"97.27","34044.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-23","ABBV",350,"97.31","34058.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-24","ABBV",350,"95.14","33299.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-25","ABBV",350,"96.99","33946.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-26","ABBV",350,"96.13","33645.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-27","ABBV",350,"96.13","33645.50","0","AbbVie Inc","Portfolio Joshua"
"2020-06-28","ABBV",350,"96.13","33645.50","0","AbbVie Inc","Portfolio Joshua"
"2020-06-29","ABBV",350,"96.44","33754.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-06-30","ABBV",350,"98.18","34363.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-01","ABBV",350,"99.14","34699.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-02","ABBV",350,"98.88","34608.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-03","ABBV",350,"98.88","34608.00","0","AbbVie Inc","Portfolio Joshua"
"2020-07-04","ABBV",350,"98.88","34608.00","0","AbbVie Inc","Portfolio Joshua"
"2020-07-05","ABBV",350,"98.88","34608.00","0","AbbVie Inc","Portfolio Joshua"
"2020-07-06","ABBV",350,"99.01","34653.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-07","ABBV",350,"99.35","34772.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-08","ABBV",350,"99.28","34748.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-09","ABBV",350,"97.94","34279.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-10","ABBV",350,"96.83","33890.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-11","ABBV",350,"96.83","33890.50","0","AbbVie Inc","Portfolio Joshua"
"2020-07-12","ABBV",350,"96.83","33890.50","0","AbbVie Inc","Portfolio Joshua"
"2020-07-13","ABBV",350,"97.86","34251.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-14","ABBV",350,"98.87","34604.50","413.00","AbbVie Inc","Portfolio Joshua"
"2020-07-15","ABBV",350,"100.48","35168.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-16","ABBV",350,"99.92","34972.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-17","ABBV",350,"100.83","35290.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-18","ABBV",350,"100.83","35290.50","0","AbbVie Inc","Portfolio Joshua"
"2020-07-19","ABBV",350,"100.83","35290.50","0","AbbVie Inc","Portfolio Joshua"
"2020-07-20","ABBV",350,"99.54","34839.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-21","ABBV",350,"97.40","34090.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-22","ABBV",350,"97.70","34195.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-23","ABBV",350,"98.03","34310.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-24","ABBV",350,"97.11","33988.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-25","ABBV",350,"97.11","33988.50","0","AbbVie Inc","Portfolio Joshua"
"2020-07-26","ABBV",350,"97.11","33988.50","0","AbbVie Inc","Portfolio Joshua"
"2020-07-27","ABBV",350,"97.16","34006.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-28","ABBV",350,"96.71","33848.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-29","ABBV",350,"97.01","33953.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-30","ABBV",350,"96.04","33614.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-07-31","ABBV",350,"94.91","33218.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-01","ABBV",350,"94.91","33218.50","0","AbbVie Inc","Portfolio Joshua"
"2020-08-02","ABBV",350,"94.91","33218.50","0","AbbVie Inc","Portfolio Joshua"
"2020-08-03","ABBV",350,"95.94","33579.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-04","ABBV",350,"94.29","33001.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-05","ABBV",350,"93.25","32637.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-06","ABBV",350,"92.57","32399.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-07","ABBV",350,"92.92","32522.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-08","ABBV",350,"92.92","32522.00","0","AbbVie Inc","Portfolio Joshua"
"2020-08-09","ABBV",350,"92.92","32522.00","0","AbbVie Inc","Portfolio Joshua"
"2020-08-10","ABBV",350,"92.38","32333.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-11","ABBV",350,"92.67","32434.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-12","ABBV",350,"95.51","33428.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-13","ABBV",350,"94.68","33138.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-14","ABBV",350,"95.07","33274.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-15","ABBV",350,"95.07","33274.50","0","AbbVie Inc","Portfolio Joshua"
"2020-08-16","ABBV",350,"95.07","33274.50","0","AbbVie Inc","Portfolio Joshua"
"2020-08-17","ABBV",350,"96.35","33722.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-18","ABBV",350,"95.65","33477.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-19","ABBV",350,"96.10","33635.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-20","ABBV",350,"95.20","33320.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-21","ABBV",350,"94.86","33201.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-22","ABBV",350,"94.86","33201.00","0","AbbVie Inc","Portfolio Joshua"
"2020-08-23","ABBV",350,"94.86","33201.00","0","AbbVie Inc","Portfolio Joshua"
"2020-08-24","ABBV",350,"94.51","33078.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-25","ABBV",350,"94.06","32921.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-26","ABBV",350,"94.35","33022.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-27","ABBV",350,"94.30","33005.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-28","ABBV",350,"94.17","32959.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-08-29","ABBV",350,"94.17","32959.50","0","AbbVie Inc","Portfolio Joshua"
"2020-08-30","ABBV",350,"94.17","32959.50","0","AbbVie Inc","Portfolio Joshua"
"2020-08-31","ABBV",350,"95.77","33519.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-09-01","ABBV",350,"92.24","32284.00","0.00","AbbVie Inc","Portfolio Joshua"
"2020-09-02","ABBV",350,"93.95","32882.50","0.00","AbbVie Inc","Portfolio Joshua"
"2020-09-03","ABBV",350,"91.87","32154.50","0.00","AbbVie Inc","Portfolio Joshua"
