"date","ticker","shares","closing_price","portfolio_value","received_dividends","name","portfolio"
"2020-07-20","PFLT",1400,"8.18","11452.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-21","PFLT",1400,"8.34","11676.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-22","PFLT",1400,"8.45","11830.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-23","PFLT",1400,"8.47","11858.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-24","PFLT",1400,"8.41","11774.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-25","PFLT",1400,"8.41","11774.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-26","PFLT",1400,"8.41","11774.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-27","PFLT",1400,"8.42","11788.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-28","PFLT",1400,"8.45","11830.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-29","PFLT",1400,"8.46","11844.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-30","PFLT",1400,"8.42","11788.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-07-31","PFLT",1400,"8.29","11606.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-01","PFLT",1400,"8.29","11606.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-02","PFLT",1400,"8.29","11606.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-03","PFLT",1400,"8.32","11648.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-04","PFLT",1400,"8.46","11844.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-05","PFLT",1400,"8.69","12166.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-06","PFLT",1400,"8.25","11550.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-07","PFLT",1400,"8.32","11648.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-08","PFLT",1400,"8.32","11648.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-09","PFLT",1400,"8.32","11648.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-10","PFLT",1400,"8.51","11914.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-11","PFLT",1400,"8.58","12012.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-12","PFLT",1400,"8.72","12208.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-13","PFLT",1400,"8.70","12180.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-14","PFLT",1400,"8.79","12306.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-15","PFLT",1400,"8.79","12306.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-16","PFLT",1400,"8.79","12306.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-17","PFLT",1400,"8.82","12348.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-18","PFLT",1400,"8.54","11956.00","140.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-19","PFLT",1400,"8.32","11648.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-20","PFLT",1400,"8.26","11564.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-21","PFLT",1400,"8.28","11592.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-22","PFLT",1400,"8.28","11592.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-23","PFLT",1400,"8.28","11592.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-24","PFLT",1400,"8.48","11872.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-25","PFLT",1400,"8.50","11900.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-26","PFLT",1400,"8.31","11634.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-27","PFLT",1400,"8.43","11802.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-28","PFLT",1400,"8.56","11984.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-29","PFLT",1400,"8.56","11984.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-30","PFLT",1400,"8.56","11984.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-08-31","PFLT",1400,"8.51","11914.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-01","PFLT",1400,"8.53","11942.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-02","PFLT",1400,"8.73","12222.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-03","PFLT",1400,"8.60","12040.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-04","PFLT",1400,"8.55","11970.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-05","PFLT",1400,"8.55","11970.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-06","PFLT",1400,"8.55","11970.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-07","PFLT",1400,"8.55","11970.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-08","PFLT",1400,"8.66","12124.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-09","PFLT",1400,"8.61","12054.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-10","PFLT",1400,"8.60","12040.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-11","PFLT",1400,"8.62","12068.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-12","PFLT",1400,"8.62","12068.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-13","PFLT",1400,"8.62","12068.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-14","PFLT",1400,"8.78","12292.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-15","PFLT",1400,"8.80","12320.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-16","PFLT",1400,"8.59","12026.00","140.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-17","PFLT",1400,"8.52","11928.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-18","PFLT",1400,"8.37","11718.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-19","PFLT",1400,"8.37","11718.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-20","PFLT",1400,"8.37","11718.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-21","PFLT",1400,"8.26","11564.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-22","PFLT",1400,"8.29","11606.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-23","PFLT",1400,"8.08","11312.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-24","PFLT",1400,"7.98","11172.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-25","PFLT",1400,"8.20","11480.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-26","PFLT",1400,"8.20","11480.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-27","PFLT",1400,"8.20","11480.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-28","PFLT",1400,"8.61","12054.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-29","PFLT",1400,"8.46","11844.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-09-30","PFLT",1400,"8.44","11816.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-01","PFLT",1400,"8.54","11956.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-02","PFLT",1400,"8.63","12082.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-03","PFLT",1400,"8.63","12082.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-04","PFLT",1400,"8.63","12082.00","0","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-05","PFLT",1400,"8.67","12138.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-06","PFLT",1400,"8.67","12138.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-07","PFLT",1400,"8.68","12152.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-08","PFLT",1400,"8.77","12278.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
"2020-10-09","PFLT",1400,"8.70","12180.00","0.00","PennantPark Floating Rate Capital","Portfolio High Bill"
